age,fnlwgt,class
32,180871, >50K
18,169882, <=50K
35,211115, <=50K
58,183870, <=50K
28,441620, <=50K
36,218542, >50K
41,141327, <=50K
47,67716, >50K
50,175339, <=50K
61,347089, <=50K
36,336595, >50K
38,27997, <=50K
56,145574, >50K
50,30447, <=50K
45,256866, <=50K
44,120837, <=50K
51,185283, >50K
44,229466, >50K
25,298225, <=50K
60,185749, <=50K
17,333100, <=50K
49,125892, >50K
46,563883, >50K
56,311249, <=50K
25,221757, <=50K
22,310152, <=50K
76,211453, <=50K
41,94113, >50K
48,192945, >50K
46,161508, <=50K
30,177675, >50K
39,51100, >50K
40,100584, <=50K
70,163003, <=50K
35,67728, <=50K
49,101320, <=50K
24,42706, <=50K
40,228535, >50K
61,120939, >50K
25,98283, <=50K
28,216481, <=50K
69,208869, <=50K
22,207940, <=50K
47,34248, <=50K
38,83727, <=50K
26,183077, <=50K
17,197850, <=50K
33,235271, <=50K
43,35236, <=50K
58,255822, >50K
53,263925, >50K
26,256263, <=50K
43,293535, >50K
31,209448, <=50K
30,57651, <=50K
25,174592, <=50K
57,278763, <=50K
37,175232, >50K
32,402812, <=50K
26,101150, <=50K
45,103538, >50K
53,156877, >50K
27,23940, <=50K
28,210295, >50K
32,80058, >50K
35,187119, <=50K
36,105021, >50K
19,225775, <=50K
37,395831, >50K
49,50282, <=50K
20,32732, <=50K
64,179436, >50K
60,290593, <=50K
32,123253, <=50K
58,48433, <=50K
42,245317, <=50K
20,431745, <=50K
42,436006, <=50K
25,224943, <=50K
30,167990, >50K
37,217054, >50K
66,298834, <=50K
59,125000, >50K
44,123983, <=50K
46,155489, >50K
59,284834, <=50K
25,212495, <=50K
17,32124, <=50K
47,246891, <=50K
47,141483, <=50K
30,31985, <=50K
20,170800, <=50K
26,166295, <=50K
20,231286, <=50K
33,159322, <=50K
48,176026, <=50K
52,118025, >50K
37,26898, <=50K
47,232628, <=50K
40,85995, >50K
48,125421, >50K
49,245305, >50K
50,73493, <=50K
30,197058, <=50K
34,122116, <=50K
43,75742, <=50K
22,214731, <=50K
35,265954, <=50K
26,197156, <=50K
62,162245, <=50K
39,203070, <=50K
59,165695, <=50K
69,473040, <=50K
27,168107, <=50K
17,163494, <=50K
38,180342, <=50K
41,122381, >50K
27,148069, <=50K
23,200973, <=50K
17,130806, <=50K
56,117148, <=50K
24,213977, <=50K
62,134768, >50K
44,139338, <=50K
23,315877, <=50K
41,195124, <=50K
25,352057, <=50K
21,236684, <=50K
18,208447, <=50K
45,149640, <=50K
75,111177, >50K
51,154342, <=50K
42,141459, <=50K
47,111797, <=50K
29,111900, <=50K
33,78707, <=50K
43,160574, <=50K
20,174714, <=50K
19,62534, <=50K
44,216907, >50K
24,198148, <=50K
19,124265, <=50K
49,261059, <=50K
52,208137, <=50K
38,257250, <=50K
24,147253, <=50K
32,244268, <=50K
72,213255, <=50K
26,266912, >50K
31,169104, <=50K
29,200511, <=50K
39,128715, >50K
48,65535, <=50K
40,103395, >50K
51,71046, <=50K
28,125442, <=50K
22,169188, <=50K
23,121471, <=50K
65,207281, <=50K
26,46097, <=50K
20,206671, <=50K
55,98361, >50K
38,322143, <=50K
33,149184, >50K
33,119829, <=50K
37,910398, <=50K
19,176570, <=50K
24,216129, <=50K
30,27207, <=50K
57,68830, <=50K
22,178818, <=50K
57,236944, >50K
46,273771, <=50K
67,318533, <=50K
35,451940, <=50K
47,102318, <=50K
39,379350, <=50K
50,21095, <=50K
58,211547, <=50K
36,85272, >50K
45,46406, >50K
54,53833, >50K
26,161007, <=50K
60,53707, >50K
46,370119, >50K
26,310907, <=50K
32,375833, <=50K
38,107513, <=50K
48,58683, >50K
44,179557, >50K
37,70240, <=50K
44,147206, <=50K
31,175548, <=50K
61,163174, >50K
51,126010, <=50K
52,147876, >50K
45,428350, <=50K
36,200904, <=50K
39,328466, <=50K
67,258973, <=50K
40,345969, >50K
27,127796, <=50K
37,405723, <=50K
57,175942, >50K
27,284196, <=50K
28,89718, <=50K
34,175761, >50K
54,206369, >50K
52,158993, <=50K
42,285066, >50K
48,126754, >50K
65,209280, >50K
55,52888, <=50K
71,133821, >50K
33,240763, <=50K
30,39054, <=50K
35,119272, >50K
59,143372, <=50K
19,323421, <=50K
36,136028, <=50K
26,163189, <=50K
34,202729, <=50K
41,421871, >50K
44,120277, >50K
26,211798, <=50K
47,198901, <=50K
18,214617, <=50K
55,179715, <=50K
49,107231, <=50K
44,110355, >50K
43,184378, <=50K
62,273454, <=50K
44,443040, <=50K
39,71701, <=50K
50,160151, >50K
35,107991, <=50K
52,94391, <=50K
46,99835, >50K
44,43711, >50K
43,83756, <=50K
51,120914, <=50K
20,180052, <=50K
47,170846, >50K
43,37937, <=50K
64,168340, >50K
24,38455, <=50K
27,128059, <=50K
32,420895, <=50K
37,166744, <=50K
26,238768, <=50K
43,176270, >50K
50,140592, <=50K
20,211466, <=50K
37,188540, >50K
43,39581, <=50K
37,171150, >50K
53,117496, <=50K
44,145160, >50K
25,28520, <=50K
17,103851, <=50K
19,375077, <=50K
53,281590, >50K
44,151504, <=50K
51,415287, >50K
49,32212, <=50K
35,123606, <=50K
44,202565, <=50K
54,177927, <=50K
37,256723, <=50K
18,46247, <=50K
24,266926, <=50K
29,112031, <=50K
22,376277, <=50K
35,168817, <=50K
56,187487, >50K
32,158784, <=50K
24,67222, <=50K
43,201723, >50K
73,267408, <=50K
47,168191, <=50K
49,105444, <=50K
38,156728, >50K
31,148600, <=50K
39,19914, <=50K
42,190767, <=50K
41,233955, >50K
35,30381, >50K
38,187069, <=50K
31,367314, <=50K
51,101119, <=50K
38,86551, >50K
40,218995, >50K
21,57711, <=50K
44,303521, <=50K
55,199067, >50K
29,247445, <=50K
49,186078, >50K
31,77634, <=50K
24,180060, <=50K
46,56482, <=50K
26,314177, <=50K
35,239755, <=50K
27,377680, <=50K
64,134960, >50K
26,294493, <=50K
21,32616, <=50K
45,182655, >50K
57,52267, <=50K
30,117963, >50K
45,98881, <=50K
50,196963, <=50K
38,166988, <=50K
43,193459, <=50K
42,182342, <=50K
32,496743, <=50K
20,154781, <=50K
27,219371, <=50K
45,99179, <=50K
40,224910, <=50K
38,304651, <=50K
37,349689, <=50K
60,106850, <=50K
53,196328, >50K
25,169323, <=50K
47,162924, <=50K
40,34037, <=50K
51,167651, <=50K
19,197384, <=50K
42,251795, >50K
65,266081, <=50K
41,165309, <=50K
28,215873, <=50K
46,133938, >50K
49,159816, >50K
24,228424, <=50K
32,195576, <=50K
71,105200, <=50K
26,167350, >50K
29,52199, <=50K
50,171338, >50K
51,120173, >50K
17,158762, <=50K
49,169818, >50K
31,288419, <=50K
23,207546, <=50K
59,147707, <=50K
17,228373, <=50K
43,193882, >50K
38,31033, >50K
37,272950, <=50K
29,183523, <=50K
39,238415, >50K
31,19302, <=50K
42,339671, >50K
35,103260, >50K
39,79331, >50K
40,135056, <=50K
66,142723, <=50K
30,188569, <=50K
43,57322, <=50K
47,178309, <=50K
45,166107, <=50K
31,53042, <=50K
33,155343, >50K
32,35595, <=50K
28,429507, <=50K
50,159670, >50K
63,151210, <=50K
28,186792, <=50K
38,204640, <=50K
52,87205, <=50K
38,112847, >50K
41,107306, <=50K
50,211319, <=50K
59,183606, <=50K
32,205390, <=50K
73,232871, <=50K
52,101017, <=50K
57,114495, <=50K
35,183898, >50K
51,163921, >50K
22,311764, <=50K
49,188330, >50K
22,267174, <=50K
46,36228, <=50K
48,199739, <=50K
52,185407, <=50K
43,206139, >50K
25,282063, <=50K
31,332379, <=50K
19,418324, <=50K
19,263338, <=50K
51,158948, >50K
51,221532, >50K
22,202920, >50K
37,118909, <=50K
19,286469, <=50K
45,191914, <=50K
21,142766, <=50K
52,198744, <=50K
46,272780, <=50K
42,219553, <=50K
56,261232, <=50K
23,64292, <=50K
58,312131, <=50K
70,30713, <=50K
30,246439, <=50K
45,338105, <=50K
23,228243, <=50K
34,62463, <=50K
38,31603, <=50K
24,165054, <=50K
53,121618, <=50K
45,273194, <=50K
21,163665, <=50K
21,538319, <=50K
34,238246, <=50K
32,244665, >50K
21,131811, <=50K
63,231777, <=50K
23,156807, <=50K
28,236861, <=50K
29,229842, <=50K
25,190057, <=50K
44,55076, <=50K
18,152545, <=50K
26,153434, <=50K
47,171095, >50K
23,239322, <=50K
46,138999, <=50K
61,95450, >50K
25,176520, <=50K
38,72338, >50K
60,386261, <=50K
23,235722, <=50K
36,128884, <=50K
46,187226, <=50K
32,298332, >50K
40,173607, <=50K
31,226756, <=50K
31,157887, >50K
32,171111, <=50K
21,126314, <=50K
63,174018, >50K
44,144778, >50K
42,201522, <=50K
23,22966, <=50K
30,399088, <=50K
24,282202, <=50K
42,102606, >50K
44,246862, >50K
27,508336, <=50K
27,263431, <=50K
22,235733, <=50K
68,107910, <=50K
55,184425, >50K
22,143062, <=50K
25,199545, <=50K
68,197015, <=50K
62,149617, <=50K
26,33610, <=50K
34,192002, >50K
68,67791, <=50K
42,445382, >50K
45,112283, <=50K
26,157249, <=50K
25,109872, <=50K
23,119838, <=50K
29,149943, <=50K
65,27012, <=50K
31,91666, <=50K
26,270276, <=50K
39,179271, >50K
44,161819, >50K
45,339681, <=50K
26,219897, <=50K
26,91683, <=50K
36,188834, <=50K
38,187046, <=50K
39,191807, <=50K
52,179951, <=50K
39,324420, <=50K
41,66632, <=50K
42,121718, >50K
47,162034, <=50K
28,218990, <=50K
25,125863, <=50K
35,225330, <=50K
32,120426, <=50K
38,119741, >50K
44,32000, >50K
21,124242, <=50K
27,278581, <=50K
30,230224, >50K
30,204374, <=50K
45,188386, <=50K
20,164922, <=50K
57,195176, <=50K
43,166740, <=50K
50,156008, <=50K
28,162551, <=50K
25,211231, >50K
25,169990, <=50K
90,221832, <=50K
38,255454, <=50K
35,28160, <=50K
50,159219, >50K
26,103148, <=50K
39,165186, <=50K
56,31782, <=50K
24,249101, <=50K
46,243190, >50K
18,153405, <=50K
37,329980, >50K
57,176079, <=50K
43,218542, <=50K
29,303446, <=50K
40,102606, >50K
44,483201, <=50K
77,144608, <=50K
30,226013, <=50K
21,165475, <=50K
66,263637, <=50K
40,201495, <=50K
68,213720, <=50K
64,170483, <=50K
26,214303, <=50K
32,190511, >50K
32,242150, <=50K
51,159755, >50K
50,147629, >50K
49,268022, >50K
28,188711, <=50K
29,452205, <=50K
21,260847, <=50K
28,291374, <=50K
55,189933, <=50K
45,133969, >50K
35,330664, <=50K
31,672412, <=50K
26,122999, >50K
30,111415, <=50K
33,217235, <=50K
40,121956, >50K
23,120172, <=50K
35,343403, <=50K
48,104790, >50K
39,473547, <=50K
53,260106, <=50K
49,168232, >50K
31,348491, <=50K
36,24106, >50K
60,197553, >50K
29,421065, <=50K
54,138852, >50K
28,169631, <=50K
34,379412, <=50K
30,181992, <=50K
19,365640, <=50K
26,236564, <=50K
47,363418, >50K
50,112351, <=50K
30,204704, >50K
44,54611, <=50K
49,128132, >50K
75,30599, <=50K
37,379522, >50K
51,196504, <=50K
35,82552, <=50K
28,104024, <=50K
66,293114, <=50K
72,74141, >50K
39,192337, <=50K
27,262478, <=50K
57,185072, <=50K
24,296045, <=50K
28,246595, <=50K
23,54472, <=50K
31,331065, <=50K
23,161708, <=50K
31,264936, <=50K
27,113545, <=50K
30,212237, <=50K
31,170430, <=50K
34,173806, <=50K
57,370890, <=50K
39,505119, >50K
23,193089, <=50K
24,33432, <=50K
36,103110, <=50K
32,160362, <=50K
35,204621, <=50K
36,35309, <=50K
23,154373, <=50K
47,194772, >50K
35,154410, <=50K
44,220563, <=50K
32,253354, <=50K
32,211699, >50K
63,167501, >50K
34,229732, <=50K
47,185465, <=50K
27,335764, <=50K
23,460046, <=50K
19,33487, <=50K
50,176924, <=50K
49,213307, <=50K
36,83893, >50K
23,194102, <=50K
61,238611, <=50K
41,113597, <=50K
27,208406, >50K
53,274528, <=50K
17,60116, <=50K
23,196816, <=50K
53,166368, <=50K
28,303954, >50K
24,99386, <=50K
22,188569, <=50K
53,302868, >50K
18,283342, <=50K
24,233777, <=50K
20,170038, <=50K
30,261319, <=50K
37,367237, >50K
34,126838, <=50K
19,354104, <=50K
20,176321, <=50K
47,85129, <=50K
20,376474, <=50K
22,62507, <=50K
42,111252, >50K
60,156889, <=50K
32,549430, <=50K
46,29696, >50K
66,98837, <=50K
37,86150, >50K
34,204991, <=50K
45,371886, <=50K
35,103605, <=50K
63,54851, <=50K
51,133050, >50K
36,126569, >50K
25,144259, <=50K
51,161482, <=50K
25,305449, <=50K
19,125010, <=50K
47,304133, <=50K
59,120617, <=50K
34,157747, >50K
40,297396, <=50K
42,121287, <=50K
28,308493, <=50K
37,49115, >50K
51,208302, >50K
25,304032, <=50K
31,207301, >50K
37,123211, >50K
42,33521, >50K
29,410351, <=50K
35,410034, <=50K
51,175339, >50K
22,27937, <=50K
49,168211, >50K
26,125680, <=50K
56,160829, <=50K
52,266529, >50K
61,115023, <=50K
47,224149, >50K
52,150930, <=50K
30,343699, <=50K
43,172826, >50K
35,163392, <=50K
17,103810, <=50K
42,213821, >50K
26,211265, <=50K
58,160586, <=50K
66,146454, >50K
30,203277, >50K
46,309895, <=50K
45,26522, >50K
57,103809, <=50K
25,90291, <=50K
21,181761, <=50K
37,35330, <=50K
45,135776, <=50K
61,188172, <=50K
39,179579, <=50K
42,193626, <=50K
20,108887, <=50K
23,199070, <=50K
25,441591, <=50K
47,185254, <=50K
24,109307, <=50K
20,81853, <=50K
35,23621, <=50K
44,145178, >50K
47,30575, <=50K
28,130620, <=50K
41,22155, <=50K
31,106437, <=50K
27,79787, <=50K
47,326857, <=50K
44,81853, <=50K
61,120933, <=50K
42,153143, <=50K
46,27669, <=50K
46,105444, >50K
54,169785, <=50K
49,122493, <=50K
56,242670, <=50K
52,54933, <=50K
34,209317, <=50K
25,282631, <=50K
18,98044, <=50K
58,187487, <=50K
31,60186, <=50K
29,75648, <=50K
28,201175, <=50K
30,19302, <=50K
21,300812, <=50K
44,146659, >50K
75,101887, <=50K
66,117778, <=50K
26,60726, <=50K
33,201763, >50K
57,119253, >50K
47,121124, >50K
41,220132, >50K
21,60639, <=50K
17,195262, <=50K
61,113544, <=50K
47,331650, >50K
22,100587, <=50K
47,298130, <=50K
45,242391, >50K
32,197867, <=50K
59,151977, <=50K
38,277347, <=50K
33,125249, <=50K
41,222142, <=50K
51,270194, <=50K
42,169995, <=50K
27,359155, >50K
60,123992, <=50K
64,266080, <=50K
37,201531, >50K
54,179704, >50K
36,393673, >50K
34,244147, >50K
41,438696, >50K
35,207568, <=50K
63,54052, >50K
46,187581, <=50K
47,77102, <=50K
24,353010, <=50K
29,54131, <=50K
74,39890, <=50K
50,156877, >50K
22,355686, <=50K
48,300168, <=50K
30,488720, <=50K
32,157287, <=50K
39,184659, <=50K
49,214169, >50K
25,192149, <=50K
50,137253, >50K
44,373050, <=50K
65,90377, <=50K
28,183151, <=50K
55,227158, <=50K
49,34021, <=50K
31,165148, <=50K
47,211668, >50K
45,358886, >50K
35,47707, <=50K
34,306982, <=50K
49,52590, <=50K
39,179352, <=50K
27,158156, <=50K
42,70055, <=50K
60,131852, >50K
64,177825, <=50K
33,127215, >50K
23,175183, <=50K
45,142287, >50K
34,221324, <=50K
53,227602, <=50K
22,228452, <=50K
57,39380, <=50K
20,96862, <=50K
23,336360, <=50K
31,257644, <=50K
23,235853, <=50K
30,270577, <=50K
32,222900, >50K
42,99254, >50K
51,224763, <=50K
59,174056, >50K
36,127306, <=50K
45,339506, <=50K
35,178322, >50K
33,189843, <=50K
43,160815, <=50K
60,207665, >50K
37,160402, >50K
35,170263, <=50K
36,184659, <=50K
38,338320, >50K
54,101017, <=50K
51,204322, >50K
45,241350, >50K
63,217994, <=50K
51,128143, >50K
58,164065, <=50K
64,78866, <=50K
20,236769, <=50K
44,239539, >50K
39,34028, <=50K
45,207847, <=50K
44,175935, >50K
22,218445, <=50K
63,215833, >50K
26,156976, <=50K
42,220647, <=50K
20,218343, <=50K
29,241431, >50K
38,123983, <=50K
25,73289, <=50K
27,408623, <=50K
46,169180, <=50K
31,54929, <=50K
24,306779, <=50K
43,159549, >50K
23,482082, <=50K
32,286101, <=50K
44,167955, <=50K
40,209040, <=50K
38,105017, <=50K
23,27776, <=50K
19,242941, <=50K
41,118853, <=50K
48,119565, <=50K
23,196827, <=50K
47,275361, <=50K
42,225193, <=50K
17,329783, <=50K
29,107411, <=50K
21,258490, <=50K
18,120243, <=50K
31,219509, >50K
27,29174, <=50K
29,40083, <=50K
23,87528, <=50K
41,116379, >50K
46,216214, >50K
34,268051, <=50K
42,121718, <=50K
18,201901, <=50K
46,109089, <=50K
18,346382, <=50K
52,284129, >50K
56,143030, <=50K
21,212619, <=50K
22,199011, <=50K
31,118901, <=50K
41,129865, <=50K
25,157900, <=50K
43,349341, <=50K
45,158685, <=50K
26,386585, <=50K
90,52386, <=50K
45,246891, >50K
30,190385, >50K
42,37869, <=50K
20,217807, <=50K
53,149784, >50K
64,201293, <=50K
56,128764, <=50K
42,27444, >50K
26,62438, >50K
31,151726, <=50K
40,29841, <=50K
58,131608, <=50K
41,110562, <=50K
58,190541, <=50K
62,33142, >50K
65,139272, >50K
40,234633, <=50K
45,238386, >50K
22,460835, <=50K
23,243190, <=50K
63,97855, >50K
39,77146, >50K
37,200863, <=50K
25,41107, <=50K
56,77415, <=50K
32,236770, <=50K
53,173093, >50K
32,235124, <=50K
23,282604, >50K
35,199288, <=50K
51,191659, >50K
19,43285, <=50K
41,160837, <=50K
22,230574, <=50K
23,176178, <=50K
36,116358, >50K
27,253873, <=50K
45,107787, <=50K
23,519627, <=50K
21,191460, <=50K
44,198282, >50K
29,214858, >50K
36,64875, <=50K
18,675421, <=50K
62,134768, >50K
25,207342, <=50K
34,64830, <=50K
31,220066, >50K
37,82521, >50K
33,176711, <=50K
22,217421, <=50K
28,111900, <=50K
22,196943, <=50K
47,481987, >50K
67,184506, <=50K
20,121313, <=50K
34,158420, <=50K
26,256000, >50K
36,183892, >50K
28,42734, <=50K
22,181773, <=50K
47,184945, <=50K
33,107248, <=50K
34,215382, >50K
25,122999, <=50K
37,758700, <=50K
36,166606, <=50K
61,192060, <=50K
74,340939, <=50K
57,205708, <=50K
55,67450, <=50K
20,242077, <=50K
43,129573, <=50K
54,181132, >50K
25,212302, <=50K
42,83411, <=50K
23,148751, <=50K
17,317681, <=50K
39,103986, <=50K
63,30602, <=50K
19,172893, <=50K
56,211804, >50K
33,312055, >50K
37,65390, <=50K
27,200500, <=50K
36,241962, <=50K
30,78530, >50K
22,189950, <=50K
35,111387, <=50K
20,241951, <=50K
18,343059, <=50K
25,302465, <=50K
53,156843, >50K
21,79728, <=50K
19,55284, <=50K
34,509364, <=50K
32,117927, <=50K
20,137651, <=50K
70,131060, <=50K
57,346963, >50K
54,183611, <=50K
34,134737, <=50K
48,36503, >50K
42,250121, <=50K
45,330535, <=50K
27,387776, <=50K
51,41474, <=50K
36,318972, <=50K
33,86143, <=50K
50,181139, <=50K
44,326232, >50K
39,153976, >50K
55,59469, <=50K
24,127139, <=50K
35,136343, <=50K
32,350624, <=50K
66,177351, >50K
68,166149, <=50K
29,121523, <=50K
24,267396, <=50K
61,83045, <=50K
34,160449, >50K
55,124137, >50K
20,287681, <=50K
41,154194, <=50K
36,295127, <=50K
60,240521, >50K
61,244087, >50K
35,356250, <=50K
42,293791, >50K
26,44308, <=50K
44,210527, <=50K
31,151763, <=50K
39,267581, <=50K
20,100188, <=50K
32,111746, <=50K
32,171091, <=50K
61,355645, <=50K
54,137678, <=50K
23,70894, <=50K
19,171306, <=50K
31,100997, <=50K
35,63921, <=50K
29,32897, <=50K
29,251854, <=50K
25,345121, <=50K
46,86220, <=50K
35,172845, <=50K
20,171398, <=50K
24,174391, <=50K
48,207058, <=50K
37,291251, <=50K
60,224377, <=50K
39,105813, <=50K
29,180916, <=50K
31,122749, <=50K
38,31069, >50K
26,284343, <=50K
64,319371, >50K
46,174224, <=50K
69,183958, <=50K
39,127772, >50K
48,80651, <=50K
46,62793, <=50K
42,191712, <=50K
39,237532, >50K
50,20179, >50K
24,311376, <=50K
30,432565, >50K
39,329980, >50K
29,125190, <=50K
23,342946, <=50K
21,219835, <=50K
32,123429, <=50K
69,69209, <=50K
55,66356, <=50K
41,195897, <=50K
44,153132, >50K
18,230875, <=50K
74,92298, <=50K
40,185145, >50K
27,297296, <=50K
75,164849, <=50K
55,145214, <=50K
52,242341, <=50K
54,240542, <=50K
36,104772, <=50K
76,152802, <=50K
26,181666, <=50K
18,415520, <=50K
38,258761, <=50K
50,88842, >50K
19,356717, <=50K
32,158438, >50K
57,206206, >50K
20,51816, <=50K
27,253814, <=50K
31,161745, <=50K
60,162947, <=50K
52,163027, <=50K
61,146788, <=50K
57,73309, >50K
19,143867, <=50K
59,104216, <=50K
34,345705, >50K
31,133770, >50K
42,209392, <=50K
70,262345, <=50K
47,277545, >50K
47,174525, <=50K
29,490332, >50K
27,211570, <=50K
25,374918, <=50K
51,106728, >50K
28,173649, <=50K
35,174597, <=50K
36,233533, >50K
54,169785, <=50K
46,133169, <=50K
52,198824, <=50K
65,174056, <=50K
43,188696, <=50K
41,90692, <=50K
34,271933, <=50K
47,102359, <=50K
49,213668, >50K
21,294789, <=50K
20,157599, <=50K
18,134935, <=50K
27,466224, <=50K
34,111985, <=50K
38,264627, <=50K
24,213427, <=50K
34,279015, <=50K
47,165937, >50K
27,188343, <=50K
63,158609, <=50K
34,193036, >50K
25,198632, <=50K
54,175912, <=50K
19,192773, <=50K
35,101387, <=50K
24,60783, >50K
26,183224, <=50K
59,100776, <=50K
43,57600, <=50K
20,174063, <=50K
41,306495, <=50K
51,249741, <=50K
27,93021, <=50K
36,49626, <=50K
25,63062, <=50K
55,320835, >50K
22,123727, <=50K
58,110517, <=50K
43,149670, <=50K
39,172425, >50K
40,216116, <=50K
46,174209, <=50K
54,175083, <=50K
19,129059, <=50K
24,121313, <=50K
53,181317, <=50K
24,166851, <=50K
29,29616, <=50K
56,105582, >50K
54,124993, >50K
21,148509, <=50K
34,230246, <=50K
56,117881, <=50K
34,203408, >50K
19,446219, <=50K
32,110331, >50K
48,207946, <=50K
67,45537, >50K
47,188330, <=50K
52,147629, >50K
40,153799, <=50K
28,203776, <=50K
41,168071, >50K
57,348430, <=50K
51,103407, <=50K
26,152046, <=50K
36,153205, <=50K
33,326104, >50K
46,238162, >50K
50,221336, <=50K
33,180656, <=50K
77,145329, <=50K
39,315776, >50K
67,150516, <=50K
35,325802, <=50K
23,133985, <=50K
37,269329, >50K
41,183203, >50K
60,76127, >50K
32,195891, <=50K
56,162137, <=50K
45,37672, <=50K
24,161708, >50K
18,80616, <=50K
31,209276, <=50K
21,34443, <=50K
45,192835, >50K
23,203240, <=50K
45,102308, <=50K
18,40829, <=50K
25,60726, <=50K
31,116677, <=50K
19,57067, <=50K
41,304906, >50K
74,101590, <=50K
27,258102, <=50K
23,241185, <=50K
31,124827, >50K
40,76625, <=50K
41,263339, >50K
25,135645, <=50K
42,245626, <=50K
24,210781, <=50K
42,235786, >50K
45,160167, <=50K
52,30731, >50K
34,314375, <=50K
32,81528, <=50K
54,182854, <=50K
42,296798, <=50K
32,194426, >50K
40,70645, <=50K
55,141807, >50K
66,112871, <=50K
52,71344, <=50K
21,341410, <=50K
33,118941, >50K
52,159755, >50K
28,128509, <=50K
27,229125, <=50K
42,142756, <=50K
27,243871, <=50K
47,213140, >50K
19,196857, <=50K
46,138626, <=50K
55,161334, <=50K
50,273536, <=50K
32,115631, <=50K
28,185957, <=50K
23,334357, <=50K
43,96102, <=50K
34,213226, >50K
19,115248, <=50K
37,185061, <=50K
27,147638, <=50K
18,280298, <=50K
31,163516, <=50K
49,277434, <=50K
26,206983, <=50K
48,108993, >50K
39,288551, <=50K
41,176069, <=50K
48,183486, >50K
40,163215, >50K
70,94692, >50K
20,118462, <=50K
38,407068, <=50K
37,243587, <=50K
49,23074, >50K
51,237735, >50K
43,188291, <=50K
38,284166, <=50K
18,423460, <=50K
23,287681, <=50K
34,509364, <=50K
62,139391, <=50K
33,91964, <=50K
31,117526, <=50K
64,91343, <=50K
26,336969, <=50K
55,255364, <=50K
61,167670, <=50K
37,211494, >50K
78,136198, <=50K
27,409815, <=50K
49,188823, <=50K
55,146326, >50K
42,154374, <=50K
22,216563, <=50K
61,197286, <=50K
64,100722, <=50K
46,377622, <=50K
24,145964, <=50K
27,358636, <=50K
47,155489, >50K
18,57413, <=50K
48,320421, <=50K
50,174752, <=50K
40,229364, <=50K
56,157486, <=50K
34,92682, <=50K
56,101338, <=50K
18,132652, <=50K
21,34616, <=50K
40,218903, <=50K
27,204098, <=50K
52,64045, >50K
46,189763, <=50K
23,26248, <=50K
50,92079, >50K
19,280071, <=50K
20,224059, <=50K
39,185520, >50K
